year,operator_id,HHA Name,rpt_rec_num,Provider CCN,Street Address,City,State Code,Zip Code,cbsa_cd,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,HHA-based Hospice Provider CCN,"Total, Medicare Title XVIII Visits","Total, Medicaid Title XIX Visits","Total, Other Visits","Total, Total Visits",Total Episodes-Total Visits,Total Episodes-Total Charges,Total Cost,Total HHA Medicare Program Visits,Total HHA Medicare Program Cost,Gross Patient Revenues Title XVIII Medicare,Gross Patient Revenues Title XIX Medicaid,Gross Patient Revenues Other,Gross Patient Revenues Total,Less: Allowances and discounts on patients' accounts Title XVIII Medicare,Less: Allowances and discounts on patients' accounts Title XIX Medicaid,Less: Allowances and discounts on patients' accounts Other,Less: Allowances and discounts on patients' accounts Total,Net Patient Revenues (line 1 minus line 2) XVIII Medicare,Net Patient Revenues (line 1 minus line 2) XIX Medicaid,Net Patient Revenues (line 1 minus line 2) Other,Net Patient Revenues (line 1 minus line 2) Total,Less Total Operating Expenses (sum of lines 4 through 16),Net Income from service to patients (line 3 minus line 17),Total Other Income (sum of lines 19 through 31),Net Income or Loss for the period (line 18 plus line 32),Total PPS Payment - full episodes/periods without outliers,Total PPS Payment - full episodes/periods with outliers,Total PPS Payment - LUPA episodes/periods,Total PPS Payment - PEP episodes/periods,Total PPS Outlier Payment - full episodes/periods with outliers,Total PPS Outlier Payment - PEP episodes/periods,Allowable Bad Debts,Adjusted Reimbursable Bad Debts,Total Current Assets,Total Fixed Assets,Total Assets,Total Current Liabilities,Total Long Term Liabilities,Total Liabilities,Fund Balance,Total Liabilities and Fund Balances,Total Hospice Days Title XVIII Medicare,Total Hospice Days Title XIX Medicaid,Total Hospice Days Title Other,Total Hospice Days Total,Total Hospice Expenses
2023,14086,ADVANCED SENIOR CARE HOME HEALTH,566570,679517,17822 DAVENPORT ROAD  SUITE D,DALLAS,TX,75252,19100,5,01/01/2023,12/31/2023,,6998,,53670,60668,6910,707330,5966539,6910,588324,1140646,,5251006,6391652,86112,,-9230,76882,1054534,,5260236,6314770,3532257,2782513,,2782513,889947,130641,6696,8377,47900,897,,,11340049,43417,61652933,5651862,24251662,29903524,31749409,61652933,,,,,
2023,5162,TEXAS HH OF MARBLE FALLS,566571,679520,1100 MISSION HILLS DRIVE  SUITE 100,MARBLE FALLS,TX,78654,99999,5,01/01/2023,12/31/2023,,11947,,17568,29515,11725,3054850,4924594,11725,1900702,3196305,,3075669,6271974,124519,,146181,270700,3071786,,2929488,6001274,5442739,558535,,558535,3035606,24017,25752,12309,2599,,,,244042209,51867740,1912183734,248936309,1427423603,1676359912,235823822,1912183734,,,,,
2023,11429,CENTERWELL HOME HEALTH,566572,679523,813 SANTA FE DRIVE  STE. 100,WEATHERFORD,TX,76086-6577,19100,5,01/01/2023,12/31/2023,,5163,,4938,10101,5072,1501694,1753661,5072,915780,1029705,,689489,1719194,-1278,,-8467,-9745,1030983,,697956,1728939,1540515,188424,,188424,1039176,28326,9693,1081,3439,136,,,215514,29168,547451,17758,2955,20713,513960,534673,,,,,
2023,5363,NURSES HEALTHCARE INC,566573,679575,2665 VILLA CREEK STE 246,FARMERS BRANCH,TX,75234,19100,5,01/01/2023,12/31/2023,,2512,,1683,4195,2033,275085,547659,2033,251219,1438190,,,1438190,,,,,1438190,,,1438190,1486399,-48209,,-48209,645124,32032,2048,4765,12874,,,,22130,5864,27994,59467,59890,119357,-91363,27994,,,,,
2023,9163,DALLAS HHA,566574,679606,1255 CORPORATE DR.,IRVING,TX,75038-2562,19100,5,01/01/2023,12/31/2023,,10519,,8772,19291,10195,2611816,3653927,10195,1930165,2829605,,2576852,5406457,735335,,669651,1404986,2094270,,1907201,4001471,4625104,-623633,1328,-622305,2872812,32437,62241,18978,7919,,,,768246,382296,1150542,285269,2701984,2987253,-1836711,1150542,,,,,
2023,5364,AVATAR HOME HEALTHCARE AGENCY,566575,679618,25325 BOROUGH PARK DRIVE SUITE 100,SPRING,TX,77380,26420,5,01/01/2023,12/31/2023,,8538,,,8538,8538,1371190,5841544,8538,5841543,1185820,,5011126,6196946,,,,,1185820,,5011126,6196946,5841544,355402,,355402,687684,334880,5137,,112701,,,,2061097,80686,2141783,372932,,372932,1768851,2141783,,,,,
2023,9164,CORPUS CHRISTI HHA,566576,679637,3240 FORT WORTH STREET,CORPUS CHRISTI,TX,78411,18580,5,01/01/2023,12/31/2023,,3643,,13957,17600,3660,904903,2762153,3660,578647,1001290,,3966478,4967768,482974,,1913238,2396212,518316,,2053240,2571556,3363414,-791858,5502,-786356,928653,19326,9881,7807,3566,,,,529077,140781,669858,146053,1900286,2046339,-1376481,669858,,,,,
2023,5366,PREMIER HOME HEALTH AGENCY,566577,679655,4241 E PIEDRAS DR  STE 251,SAN ANTONIO,TX,78228,41700,5,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1964,HEAVENLY HEALTH CARE  LLC,566578,679656,1506 E GRIFFIN PKWY STE B,MISSION,TX,78572,32580,5,01/01/2023,12/31/2023,,2173,793,3303,6269,1400,280600,587671,1400,126830,310051,13948,1697,325696,,,,,310051,13948,1697,325696,655372,-329676,,-329676,183529,11321,696,,1208,,,,3375,,175596,57364,1232827,1290191,-1114595,175596,,,,,
2023,1875,HOME HEALTH PROFESSIONALS,566579,679660,2200 SPACE PARK DR  STE 310,HOUSTON,TX,77058,26420,5,01/01/2023,12/31/2023,,13494,,18051,31545,13566,5144860,6239363,13566,2683522,7503718,,,7503718,,,,,7503718,,,7503718,7681616,-177898,,-177898,3827951,29590,8401,4223,1855,,,,1859345,71401,1930746,245714,435514,681228,1249518,1930746,,,,,
2023,2172,AP HOME HEALTH CARE SERVICES LLC,566580,679663,12003 ENSENADA CANYON LN,HOUSTON,TX,77041,26420,4,01/01/2023,12/31/2023,,4201,,28317,32518,3515,407995,2275558,3515,236731,866762,,2472630,3339392,904,,,904,865858,,2472630,3338488,2275558,1062930,94,1063024,750874,66713,8137,2080,11631,,,,788430,38297,826727,13797,,13797,812930,826727,,,,,
2023,9668,CUSTOM CARE HEALTHCARE  INC,566581,679672,4811 MERLOT AVE STE 110,GRAPEVINE,TX,76051,19100,5,01/01/2023,12/31/2023,451635,,,,,,,,,,6584339,1708392,2385,8295116,534,,620,1154,6583805,1708392,1765,8293962,9006533,-712571,6278,-706293,,,,,,,,,368032,100634,5547500,445640,55438,501078,5046422,5547500,53984,1238,324,55546,6565066
2023,2805,LAS PALMAS HOME HEALTH SERVICES,566582,679707,10609 PORFIRIO,LAREDO,TX,78045,29700,5,01/01/2023,12/31/2023,,2319,,,2319,1319,173700,305585,1319,284170,602875,,,602875,,,,,602875,,,602875,567916,34959,,34959,487117,8225,1380,,1188,,,,38043,2945,108488,-17521,6424,-11097,119585,108488,,,,,
2023,4995,PURITY HEALTH CARE  INC.,566583,679710,4615 SOUTHWEST FREEWAY,HOUSTON,TX,77027,26420,5,01/01/2023,12/31/2023,,451,,,451,280,64550,122267,280,77471,89040,,,89040,9671,,,9671,79369,,,79369,123224,-43855,,-43855,41680,12066,163,,2312,,,,85251,,117051,16591,137109,153700,-36649,117051,,,,,
2023,2515,VICTORY HOME HEALTH OF TEXAS  LLC,566584,679721,7801 JACK FINNEY BLVD,GREENVILLE,TX,75402,19100,4,01/01/2023,12/31/2023,,20064,,3776,23840,20064,3195003,3153118,20064,2638576,3616799,,267163,3883962,,,,,3616799,,267163,3883962,4014162,-130200,,-130200,3660479,,35263,19083,,,,,2633076,,2784526,88208,,88208,2696318,2784526,,,,,
2023,14087,GUARDIAN ANGELS AT HOME CARE,566585,679760,100 N CENTRAL EXPY  SUITE 190 RM 110,RICHARDSON,TX,75080-5332,19100,5,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14088,ONCALL HOME HEALTH & REHAB LLC,566586,679762,147 N COLLEGIATE DR,PARIS,TX,75460,37580,4,01/01/2023,12/31/2023,,3494,,834,4328,6843,1418720,724054,6843,1392499,1022588,,152244,1174832,18553,,1790,20343,1004035,,150454,1154489,709194,445295,6590,451885,1369269,50526,4191,1474,11245,,,,748135,,3428159,178416,,178416,3249743,3428159,,,,,
2023,14089,IMPERIUM HEALTHCARE,566587,683172,6611 US HIGHWAY 19,NEW PORT RICHEY,FL,34652-1740,45300,5,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,9641,ALL PROFESSIONAL HOME CARE  LLC,566588,687100,2101 VISTA PARKWAY,WEST PALM BEACH,FL,33411,33100,4,01/01/2023,12/31/2023,,1504,,565,2069,1482,662719,728501,1482,565175,2797199,,225254,3022453,1000454,,224663,1225117,1796745,,591,1797336,4642324,-2844988,7779,-2837209,341940,19598,3510,2971,2761,,,,575707,,731715,5520016,149580,5669596,-4937881,731715,,,,,
2023,9166,JASLINKS HOME HEALTH  INC,566589,687104,5207 26TH ST. W.  #104,BRADENTON,FL,34207,35840,5,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14090,AMELIE HOME CARE,566590,687234,1650 S DIXIE HWY  STE 302 & 305,BOCA RATON,FL,33432-7462,33100,5,12/13/2022,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1652,MYNURSE HOME CARE  INC.,566591,743112,4005 TECHNOLOGY DR  STE 2190,ANGLETON,TX,77515,26420,5,01/01/2023,12/31/2023,,1964,,2415,4379,1896,563010,771190,1896,335951,669234,,39744,708978,,,,,669234,,39744,708978,801814,-92836,,-92836,196286,105692,2422,,32922,,,,141025,23157,164182,66171,107722,173893,-9711,164182,,,,,
2023,14091,TRENDY CARE HOME HEALTH SERVICES,566592,743161,6413 COPANO BAY DR,ROWLETT,TX,75089-4118,19100,5,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14092,GOOD SHEPHERD PRIMARY HEALTH,566593,747135,7981 MILE 17 NORTH,EDCOUCH,TX,78538-7445,32580,5,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,389,H-TOWN HEALTHCARE LLC,566594,747159,1920 COUNTRY PLACE PKWY,PEARLAND,TX,77584,26420,5,01/01/2023,12/31/2023,,15242,,73763,89005,12379,2090741,10610177,12379,1443985,2167931,,9932415,12100346,,,,,2167931,,9932415,12100346,12215931,-115585,178580,62995,1705359,334637,25064,2090,119513,45,,,1775624,74781,1865001,1414346,2935905,4350251,-2485250,1865001,,,,,
2023,4284,FIRST HOME HEALTHCARE  LLC,566595,747222,P.O. BOX 1877,ALICE,TX,78333,,5,01/01/2023,12/31/2023,,5181,,1144107,1149288,5127,691740,923106,5127,621204,1236896,,13789499,15026395,,,,,1236896,,13789499,15026395,14396926,629469,505964,1135433,1197192,45615,5943,4143,10320,437,,,245879,160401,406955,83406,,83406,323549,406955,,,,,
2023,300,RENEW HOME HEALTH,566596,747251,3305 SOUTH MAYHILL RD  #103,DENTON,TX,76208,19100,4,01/01/2023,12/31/2023,,14872,,7535,22407,10452,1627460,2880171,10452,1270330,13478393,,4522195,18000588,176305,,123446,299751,13302088,,4398749,17700837,19077284,-1376447,39126,-1337321,1166273,340462,7335,3657,116896,1087,,,7255677,2473998,9766787,2613721,10473,2624194,7142593,9766787,,,,,
2023,9571,FRIENDLY CARE HOME HEALTH SERVICES,566597,747296,313 W. VILLAGE BLVD.#108,LAREDO,TX,78041,29700,5,01/01/2023,12/31/2023,,1461,,,1461,1460,219000,197404,1460,197269,373415,,,373415,,,,,373415,,,373415,370231,3184,,3184,253715,25700,3266,2102,8504,,,,15558,982,92374,111219,100809,212028,-119654,92374,,,,,
2023,2454,LA ESPERANZA HOME HEALTH INC,566598,747307,5703 SPRINGFIELD,LAREDO,TX,78041,29700,5,01/01/2023,12/31/2023,,4381,,3679,8060,4288,709232,775635,4288,447430,1473648,,,1473648,,,,,1473648,,,1473648,1769974,-296326,268117,-28209,666184,36260,552,3023,6114,403,,,209812,,240446,106155,131549,237704,2742,240446,,,,,
2023,786,MGA HOME HEALTH PLUS SERVICES INC,566599,747321,1109 N HWY 67 STE 4,CEDAR HILLS,TX,75104,19100,5,01/01/2023,12/31/2023,,922,,,922,887,178700,247180,887,237318,247056,,,247056,2690,,,2690,244366,,,244366,247557,-3191,,-3191,214454,13882,478,1805,8045,567,,,4561,,4561,-2319,16931,14612,-10051,4561,,,,,
2023,1175,AGAPE HOME CARE SERVICES LLC,566600,747328,609 LUFKIN AVE,LUFKIN,TX,75901,31260,5,01/01/2023,12/31/2023,,7651,,6827,14478,8557,1548312,2563334,8557,1550153,1977653,,878828,2856481,,,,,1977653,,878828,2856481,2851407,5074,,5074,1950453,,22612,2856,24179,,,,975797,3771,2994291,99203,2287943,2387146,607145,2994291,,,,,
2023,11429,CENTERWELL HOME HEALTH,566601,747379,100 CHESTNUT STREET  STE. 100,ABILENE,TX,79602-1440,10180,5,01/01/2023,12/31/2023,,12103,,10776,22879,11831,3017399,3122327,11831,1842116,2532915,,1766075,4298990,-2388,,7278,4890,2535303,,1758797,4294100,2686929,1607171,,1607171,2515502,33512,18659,10002,6830,,,,441213,44822,885081,25234,23939,49173,818607,867780,,,,,
2023,6151,GRAND CARE HOME HEALTH CARE,566602,747394,12100 FORD ROAD,FARMERS BRANCH,TX,75234,19100,4,01/01/2023,12/31/2023,,2301,,,2301,2301,242520,672661,2301,672654,117000,,,117000,,,,,117000,,,117000,694011,-577011,150000,-427011,422975,55510,9289,896,15988,1065,,,9590,1012,10602,10602,,10602,,10602,,,,,
2023,4563,MESQUITE HOME HEALTH  LLC,566603,747425,594 JOSE MARTI BLVD,BROWNSVILLE,TX,78526,15180,4,01/01/2023,12/31/2023,,5519,,8388,13907,5185,767516,1331043,5185,502313,720041,,294254,1014295,,,,,720041,,294254,1014295,3399397,-2385102,,-2385102,552829,132066,1851,1446,46543,,,,67050,425964,717514,3453975,136796,3590771,-2873257,717514,,,,,
2023,5029,COMPLETE NURSE SOLUTIONS  LLC,566604,747426,415 1ST STREET  SUITE 207,LUFKIN,TX,75901,31260,5,01/01/2023,12/31/2023,,1564,,482,2046,1325,448430,570514,1325,370603,449671,,111289,560960,79801,,,79801,369870,,111289,481159,684858,-203699,71635,-132064,348988,3328,5681,3351,796,,,,211967,,582005,670078,,670078,-88072,582006,,,,,
2023,6490,CANNULIF HEALTHCARE SERVICES  INC.,566605,747444,2665 VILLA CREEK DR STE A125,FARMERS BRANCH,TX,75234,19100,5,01/01/2023,12/31/2023,,2849,,,2849,2847,547180,978739,2847,978037,1212091,,,1212091,,,,,1212091,,,1212091,1003202,208889,,208889,900130,63082,938,,18288,,,,178657,7331,185988,10279,13331,23610,162378,185988,,,,,
2023,12064,TRIPPLE C HEALTH SYSTEMS  INC.,566606,747447,2008 W WALL ST,MIDLAND,TX,79701,33260,5,01/01/2023,12/31/2023,,1500,,,1500,1351,262950,1405257,1351,1177091,,,,,,,,,,,,,1405257,-1405257,,-1405257,200186,22187,4787,1541,10077,,,,438117,4722,442839,60986,381853,442839,,442839,,,,,
2023,14093,ST MARK HOME HEALTH CARE KKC,566607,747460,5545 FREDRICKSBURG SUITE 205,SAN ANTONIO,TX,78229,41700,5,01/01/2023,12/31/2023,,3594,,,3594,3593,555550,742874,3593,742855,1608138,,,1608138,,,,,1608138,,,1608138,1430768,177370,,177370,702725,22713,4365,,5142,,,,288739,,288739,47743,,47743,240996,288739,,,,,
2023,5031,ASPIRA HEALTHCARE INC,566608,747473,101 BOURLAND RD. STE F,KELLER,TX,76248,19100,5,01/01/2023,12/31/2023,,1714,,1712,3426,3322,477345,812320,3322,727995,377063,,,377063,,,,,377063,,,377063,812320,-435257,190000,-245257,284900,84428,2078,5657,,,,,31795,,31795,9335,22460,31795,,31795,,,,,
2023,1017,EXCELLENT HEALTHCARE SERVICES  INC,566609,747494,1144 PIONEER PKWY,ARLINGTON,TX,76013,19100,5,01/01/2023,12/31/2023,,634,,,634,542,69549,56219,542,48016,976610,,,976610,,,,,976610,,,976610,1089758,-113148,430754,317606,185599,20844,320,,7214,,,,22767,,22767,9000,,9000,13767,22767,,,,,
2023,9537,MI PUEBLO HOME HEALTH LLC,566610,747501,1507 N US HWY 83,ZAPATA,TX,78076,49820,5,01/01/2023,12/31/2023,,436,,,436,435,65250,275390,435,275306,303402,,,303402,,,,,303402,,,303402,352783,-49381,,-49381,119000,,,,,,,,68640,,69124,1059,,1059,68065,69124,,,,,
2023,11528,ENHABIT HOME HEALTH,566611,747505,3600 HIGHWAY 6 S,COLLEGE STATION,TX,77845-6081,17780,5,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3226,AMERICAN STAR HOME HEALTH CARE,566612,747506,2345 50TH ST SUITE 301,LUBBOCK,TX,79412,31180,5,01/01/2023,12/31/2023,,3749,,,3749,1430,205190,1019685,1430,111009,539805,,462294,1002099,,,,,539805,,462294,1002099,1047177,-45078,,-45078,359411,8983,1263,315,1714,,,,1293185,31823,1325008,208675,19103,227778,1097230,1325008,,,,,
2023,4351,POST-HEALTH INC.,566613,747517,PO BOX 10815,HOUSTON,TX,77206-0815,26420,5,01/01/2023,10/09/2023,,4655,,,4655,4655,1985560,2883696,4655,2883694,1295046,,1523071,2818117,,,,,1295046,,1523071,2818117,2883696,-65579,,-65579,1006452,14401,11799,1028,2031,,,,368404,21071,391330,94366,,94366,296964,391330,,,,,
2023,3058,TEXAS HOME HEALTH SKILLED - AUSTIN,566614,747526,2512 S. IH-35  SUITE 320,AUSTIN,TX,78704-5758,12420,5,01/01/2023,12/31/2023,,9804,,9086,18890,9596,2496525,4474419,9596,2215709,3275088,,2168715,5443803,106197,,144942,251139,3168891,,2023773,5192664,5082342,110322,584,110906,3170020,26970,31969,9390,4423,,,,244042209,51867740,1912183734,248936309,1427423603,1676359912,235823822,1912183734,,,,,
2023,4352,CARE PLUS HOME HEALTH SERVICES INC.,566615,747535,1039 INTERSTATE 35E SUITE 304,CARROLLTON,TX,75006,19100,5,01/01/2023,12/31/2023,,5282,,133,5415,5282,825161,1734274,5282,1685372,1225995,,474740,1700735,,,,,1225995,,474740,1700735,1735823,-35088,,-35088,1146279,74878,4659,2225,22975,,,,96504,19000,115504,216764,,216764,-101260,115504,,,,,
2023,1018,INNOVISION HOME HEALTH CARE  INC.,566616,747543,9900 WEST PARK DRIVE  SUITE 275,HOUSTON,TX,77063,26420,5,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12675,SAMSARA HOME HEALTH CARE  INC.,566617,753107,4225 VALLEY FAIR ST STE 207B,SIMI VALLEY,CA,93063-2955,37100,3,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11217,INFLUENTIAL HOME HEALTH INC,566618,753134,19634 VENTURA BLVD  STE 215,TARZANA,CA,91356-7139,31080,5,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12563,HEALTHY WAY HOME HEALTH,566619,757026,6320 VAN NUYS BLVD  STE 207,VAN NUYS,CA,91401-2617,31080,3,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11000,GOLDEN TOUCH HOMECARE INC,566620,757051,14545 FRIAR ST  STE 106,VAN NUYS,CA,91411-2357,31080,5,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12313,BOOST HOME HEALTH INC,566621,757060,18747 SHERMAN WAY STE 210,RESEDA,CA,91335-4000,31080,3,01/13/2023,01/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14094,IN-HOME HEALTH CARE SUPPORT AND SERV,566622,757071,19626 VENTURA BLVD  SUITE 228,TARZANA,CA,91356,31080,3,01/01/2023,12/31/2023,,1003,,,1003,885,134226,250150,885,163250,337639,,,337639,,,,,337639,,,337639,289644,47995,,47995,325793,5183,,,904,,,,92986,,92986,17794,,17794,75192,92986,,,,,
2023,14095,SUN VALLEY HOME HEALTH CARE INC,566623,757174,8133 SAN FERNANDO RD  STE A,SUN VALLEY,CA,91352-4064,31080,5,02/15/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14096,LUSTY HOME HEALTH INC,566624,757219,209 E ALAMEDA AVE  STE 104,BURBANK,CA,91502-2672,31080,5,02/27/2023,01/01/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14097,HEALING GARDEN CORPORATION,566625,757260,8978 TAMPA AVE STE 104 & 107,NORTHRIDGE,CA,91324-3521,31080,5,11/04/2022,12/31/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14097,HEALING GARDEN CORPORATION,566626,757260,8978 TAMPA AVENUE  SUITES 104 + 107,NORTHRIDGE,CA,91324-3521,31080,3,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,10661,COMMUNITY HOME HEALTH INC,566627,757296,131 BRIDGE ST  STE A,ARROYO GRANDE,CA,93420-3365,42020,5,04/03/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14098,SMART MEDICAL HOME HEALTH INC,566628,757311,20832 ROSCOE BLVD  STE 107,WINNETKA,CA,91306-2052,31080,5,07/18/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14099,MAJOR CARE HOME HEALTH  INC.,566629,757410,17915 VENTURA BLVD  SUITE 226,ENCINO,CA,91316-4813,31080,3,09/05/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14100,NUVIDA HOME HEALTH CARE  INC.,566630,757456,19725 SHERMAN WAY  STE 370,WINNETKA,CA,91306-3666,31080,5,09/29/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14101,BILLET HOME HEALTH BULLHEAD CITY,566631,37452,5287 HIGHWAY 95 SUITE G,FORT MOHAVE,AZ,86426,29420,5,01/01/2023,12/31/2023,,4198,,,4198,4340,702230,2117111,4340,2187197,2192745,,,2192745,,,,,2192745,,,2192745,2160579,32166,,32166,1162294,28707,6904,3872,4495,944,,,37688,,37688,-28028,507432,479404,-441716,37688,,,,,
2023,2077,DELIGHT HOME HEALTH CARE,566632,53197,14435 HAMLIN ST  STE. 203,VAN NUYS,CA,91401,31080,5,01/01/2023,12/31/2023,,4154,,,4154,4132,632720,929685,4132,925567,1358456,,,1358456,1931,,,1931,1356525,,,1356525,1114638,241887,,241887,1245445,27808,,,88833,,,,418486,157963,576449,35562,449000,484562,91887,576449,,,,,
2023,6604,SUTTER VNA - ALAMEDA,566633,57004,1025 ATLANTIC AVE  SUITE 100,ALAMEDA,CA,94501,41860,2,01/01/2023,12/31/2023,,47860,14401,37413,99674,43025,17998800,29891057,43025,12962210,27659361,5634707,6855521,40149589,1297528,2819243,1836907,5953678,26361833,2815464,5018614,34195911,34318672,-122761,55464,-67297,14909389,1392710,212022,40808,350399,1484,,,124866477,4692658,141552595,52949858,9830302,62780160,78772435,141552595,,,,,
2023,7280,SUTTER VNA - SANTA CRUZ,566634,57007,2880 SOQUEL AVE  SUITE 10,SANTA CRUZ,CA,95062,42100,2,01/01/2023,12/31/2023,,29879,2491,12934,45304,29185,12299445,15116964,29185,9755088,17484662,764687,2169046,20418395,685687,278298,1406899,2370884,16798975,486389,762147,18047511,16757731,1289780,120585,1410365,11624030,570970,180370,6999,117559,,,,124866477,4692658,141552595,52949858,9830302,62780160,78772435,141552595,,,,,
2023,7281,SUTTER VNA - SAN RAFAEL,566635,57031,100 ROWLAND WAY  SUITE 215,NOVATO,CA,94945,41860,2,01/01/2023,12/31/2023,,16483,2894,8344,27721,15207,6527690,9816089,15207,5371135,9938148,973761,1430610,12342519,252683,719651,480613,1452947,9685465,254110,949997,10889572,10833060,56512,15097,71609,6080467,522616,219330,17965,127625,,,,124866477,4692658,141552595,52949858,9830302,62780160,78772435,141552595,,,,,
2023,7012,SUTTER VNA - ROSEVILLE,566636,57545,3001 LAVA RIADGE COURT  SUITE 330A,ROSEVILLE,CA,95661,40900,2,01/01/2023,12/31/2023,,63566,4488,17592,85646,36775,15283410,23000401,36775,9837882,33240342,1817425,5215879,40273646,11151743,822344,2091903,14065990,22088599,995081,3123976,26207656,25203597,1004059,72029,1076088,11340235,1049262,117376,32528,292875,,,,124866477,4692658,141552595,52949858,9830302,62780160,78772435,141552595,,,,,
2023,5561,PROFESSIONAL NURSES GROUP INC,566637,58083,13181 CROSSROADS PKWY N STE 322,CITY OF INDUSTRY,CA,91746,31080,5,01/01/2023,12/31/2023,,2185,,10887,13072,2184,406920,1813354,2184,301506,612246,,2386757,2999003,,,,,612246,,2386757,2999003,2035951,963052,127201,1090253,599938,33285,10639,5883,12762,,,,2684364,36961,7274817,4187982,224936,4412918,2861899,7274817,,,,,
2023,14102,PRECIOUS HOME HEALTH SERVICES INC.,566638,58124,18780 AMAR ROAD SUITE 104,WALNUT,CA,91789,31080,5,01/01/2023,12/31/2023,,1013,,,1013,1013,157320,423508,1013,423508,430911,,,430911,,,,,430911,,,430911,423508,7403,,7403,364810,5512,1171,,241,,,,326278,,326278,,406091,406091,-79813,326278,,,,,
2023,4585,SIERRA HOME HEALTHCARE SERVICES  INC,566639,58242,1063 N CHICAGO ST,LOS ANGELES,CA,90033,31080,5,01/01/2023,12/31/2023,,13374,,,13374,13373,2104860,2474164,13373,2473907,2912909,,,2912909,,,,,2912909,,,2912909,9761007,-6848098,1186061,-5662037,2010950,646482,23381,5917,285233,393,,,6536071,,6536071,,,,6536071,6536071,,,,,
2023,14103,RAE STAR HEALTH SYSTEM  INC.,566640,59019,17215 STUDEBAKER ROAD  SUITE 175,CERRITOS,CA,90703-2556,31080,5,01/01/2023,12/31/2023,,4018,,,4018,4001,610635,1092327,4001,1089007,1265657,,,1265657,,,,,1265657,,,1265657,1121271,144386,10685,155071,1167035,59590,5541,,64575,,,,847966,13068,861984,192152,40015,232167,629817,861984,,,,,
2023,4761,DYNAMIC HOME HEALTH,566641,59156,20121 VENTURA BLVD  SUITE 317,WOODLAND HILLS,CA,91364,31080,3,01/01/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2560,CRYSTAL CLEAR HOME HEALTH  INC.,566642,59195,1016 E BROADWAY STE 109,GLENDALE,CA,91205,31080,5,01/01/2023,12/31/2023,,4935,,,4935,4934,689550,1162705,4934,1162402,1331162,,,1331162,62156,,,62156,1269006,,,1269006,1227105,41901,,41901,1205026,43017,,1172,127568,919,,,35962,16571,80393,,143321,143321,-62928,80393,,,,,
2023,14104,JB & MM CONSULTING SERVICES LLC,566643,59363,908 S VILLAGE OAKS DR 200A,COVINA,CA,91724,31080,5,01/01/2023,12/31/2023,,801,,,801,714,176534,198792,714,208498,248082,,,248082,,,,,248082,,,248082,214105,33977,,33977,211843,8434,1622,,2627,,,,17720,196,17916,64724,21041,85765,-67849,17916,,,,,
